attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,years_in_current_role_rel_department,monthly_income_rel_department,years_since_last_promotion_rel_department
No,40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,-1.1396038402601696,0.047948334493188596,-0.6678062223306326
No,24,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,-0.5910642507334863,-0.4849536022320173,-0.35536134421002014
No,46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,0.7802847230832216,-0.14691117015834318,-0.6678062223306326
No,35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0.7802847230832216,0.1229100097626982,-0.6678062223306326
No,30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,-1.1396038402601696,-0.698400334266452,-0.6678062223306326
No,47,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,-1.2257937464717406,-0.4881251267417596,-0.7020606434519424
No,46,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0.4134986401141553,0.8398734395596062,-0.7020606434519424
Yes,36,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,-0.6793629509431086,-0.2033076234682199,-0.10564341110991131
Yes,32,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,-1.2257937464717406,-0.05523208759676891,-0.7020606434519424
No,23,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,-0.5910642507334863,-0.6099578127631886,-0.35536134421002014
No,31,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,-0.04252466120680317,-0.21308986985131623,-0.35536134421002014
No,39,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,1.0545545178465632,0.03896110367068609,0.8944181682724297
No,32,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,-0.40614755317879264,0.6531159417383753,-0.7020606434519424
No,40,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,0.9599294356427873,3.1718783430925246,2.876442750600244
No,45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,-1.2519075407831284,0.5357808186413534,-0.7080218412404746
No,30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,0.7802847230832216,-0.2682387862621271,-0.6678062223306326
No,24,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,-0.5445517105648584,-0.7790146821048234,0.08850273015505938
Yes,30,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,-0.5445517105648584,-0.7729684539447766,-0.3097595555427076
No,31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,-0.6793629509431086,0.3416891907541588,-0.7020606434519424
No,27,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,-0.5910642507334863,-0.5793195258682936,-0.35536134421002014
Yes,29,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,-0.6793629509431086,-1.0346002325036203,-0.10564341110991131
No,29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,-0.5910642507334863,0.0026036698887440994,-0.6678062223306326
No,30,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0.6867140378784713,0.04455259131826878,-0.40385202728092684
No,34,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,-1.1396038402601696,-0.6841024670488344,-0.35536134421002014
No,33,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0.6867140378784713,-0.4464865817130155,-0.40385202728092684
No,49,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,-0.9525783487074246,-0.6041710125910997,-0.7020606434519424
Yes,33,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,-1.2257937464717406,0.39540045002200624,-0.7020606434519424
No,38,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,-0.8653340454968279,-0.7788769011770427,-0.6678062223306326
Yes,31,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,-1.2257937464717406,0.29610853495346257,-0.7020606434519424
No,29,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,-1.1396038402601696,-0.8522045344788245,-0.6678062223306326
No,30,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,-1.1396038402601696,-0.20165157607722212,-0.35536134421002014
No,32,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0.7802847230832216,-0.7278130896855511,-0.6678062223306326
No,38,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,-1.1396038402601696,-0.09605161391281758,-0.35536134421002014
Yes,43,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,-1.1396038402601696,-0.7852088138019876,-0.6678062223306326
No,42,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4,-0.3167944559701448,-0.7180088378791847,-0.6678062223306326
No,55,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0,-1.1396038402601696,2.6056325244790175,-0.6678062223306326
No,33,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7,1.0545545178465632,-0.6589790717950205,-0.35536134421002014
No,41,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4,-0.3167944559701448,-0.8154385902049506,-0.6678062223306326
No,34,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,2.5992218222286834,-0.7288402657540851,-0.7020606434519424
No,53,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2,-0.5910642507334863,1.3651904157277048,-0.6678062223306326
No,43,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,1.2238378649808161,-0.5382020519589594,-0.3097595555427076
No,34,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2,-0.6793629509431086,-0.22917772540915562,-0.10564341110991131
Yes,21,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0,-1.2257937464717406,-1.054557168286628,-0.40385202728092684
No,38,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4,-0.04252466120680317,-0.5268259276550403,-0.6678062223306326
Yes,22,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0,-1.1396038402601696,-0.7931747683946603,-0.6678062223306326
No,31,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7,0.6867140378784713,-0.36739798435072635,0.7889824374031353
No,51,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2,-0.5910642507334863,1.3960329578685657,-0.04291646608940768
No,37,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3,-0.6793629509431086,-0.6825204641836479,-0.7020606434519424
No,46,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2,-0.8653340454968279,2.6648665458091476,-0.04291646608940768
No,36,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7,1.0545545178465632,0.4166290534617576,0.8944181682724297
Yes,44,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3,-0.3167944559701448,-0.8046130621687544,-0.04291646608940768
No,37,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,No,13,3,3,0,19,4,2,10,0,4,7,-1.2519075407831284,-0.44629938392624813,0.8850273015505934
Yes,35,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7,0.6867140378784713,-0.282396220830509,1.3853996697451665
No,33,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,No,19,3,2,1,14,1,3,10,8,7,6,1.0545545178465632,-0.6410046101500154,1.5193079245136547
No,28,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,-0.3167944559701448,-0.8654811254666123,-0.6678062223306326
No,39,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,No,21,4,3,0,9,3,3,4,3,2,2,-0.3167944559701448,1.4671137834647219,-0.04291646608940768
No,46,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2,-0.6793629509431086,0.2542236080014714,-0.10564341110991131
No,40,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,No,17,3,4,1,7,5,2,4,3,0,2,-0.3167944559701448,-0.5932088825939793,-0.6678062223306326
No,42,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,No,18,3,3,2,10,2,2,0,0,0,0,-1.1396038402601696,-0.15181329606152635,-0.6678062223306326
No,35,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0.7802847230832216,-0.10606012096514993,-0.35536134421002014
No,38,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8,2.2848716103082207,-0.7017957110322257,0.4867650158528264
Yes,34,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7,-0.8653340454968279,-0.1910303032869919,-0.6678062223306326
Yes,37,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,No,15,3,2,0,10,4,1,10,3,0,8,-0.3167944559701448,-0.4224514969664316,-0.6678062223306326
No,39,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,No,18,3,4,1,7,6,3,2,1,2,2,-0.9525783487074246,-0.6977961434249623,-0.10564341110991131
No,43,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2,-0.5910642507334863,-0.7850045585560216,-0.35536134421002014
No,41,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,No,12,3,1,0,11,3,1,3,2,1,2,-0.5910642507334863,0.12025469156514064,-0.35536134421002014
No,41,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447,26458,0,Yes,13,3,4,1,23,3,4,22,14,13,5,2.5992218222286834,0.8593376114961198,3.1746513667712595
No,30,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,No,14,3,2,0,9,3,3,7,7,0,2,0.7802847230832216,0.6915566145319482,-0.6678062223306326
Yes,26,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,-0.8982296256739933,-0.7784964339768194,-0.3097595555427076
Yes,46,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,4,No,22,4,4,1,13,2,4,9,7,3,7,0.7802847230832216,0.5402034772711671,0.26952841203120476
No,40,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,No,17,3,4,1,12,3,3,5,3,0,3,-0.3167944559701448,0.0473355687552907,-0.6678062223306326
No,34,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,1,No,21,4,3,2,10,5,3,10,8,4,8,0.9599294356427873,-0.039463644508960484,0.49077382123211977
No,58,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,No,22,4,4,1,37,0,2,16,9,14,14,1.2331448334071033,2.299193570951627,3.4728599829422753
No,35,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705,9696,0,No,16,3,2,1,6,2,4,5,4,0,3,-0.04252466120680317,-0.7304684078831086,-0.6678062223306326
No,47,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Yes,12,3,3,1,28,4,3,22,11,14,10,1.877363902136588,0.8275906083452816,3.706422071357942
No,40,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,No,12,3,2,1,15,3,3,7,4,7,7,-0.04252466120680317,-0.3744515141644295,1.5193079245136547
No,54,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7,-0.8653340454968279,0.11698660762968519,-0.35536134421002014
No,31,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,No,14,3,4,2,9,3,3,3,2,2,2,-0.6793629509431086,0.6597682536660444,-0.10564341110991131
No,28,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,No,25,4,3,1,3,3,3,3,2,1,2,-0.5910642507334863,-0.5494982599572625,-0.35536134421002014
No,38,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3,-0.6793629509431086,-0.38292004551528774,-0.7020606434519424
No,26,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,-0.40614755317879264,-0.5605614121763796,-0.40385202728092684
No,58,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Yes,14,3,2,0,23,3,3,2,2,2,2,-0.5910642507334863,1.9415987198436615,-0.04291646608940768
No,18,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,No,16,3,3,0,0,4,1,0,0,0,0,-1.1396038402601696,-0.9737364058285745,-0.6678062223306326
Yes,31,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,0,-1.2519075407831284,-0.638914938167739,-0.7080218412404746
Yes,29,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0,-0.5445517105648584,-0.7461923006645693,0.08850273015505938
No,45,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,No,22,4,2,2,10,3,4,8,7,5,7,0.6867140378784713,-0.44476190825028644,0.7889824374031353
No,36,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,-1.1396038402601696,0.13904617419400953,-0.6678062223306326
No,43,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,No,20,4,3,1,7,5,3,7,7,7,7,0.6867140378784713,-0.31639692623859594,1.3853996697451665
No,27,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Yes,14,3,3,0,6,3,2,5,4,0,2,-0.04252466120680317,-0.7970556180680136,-0.6678062223306326
No,29,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812,7003,1,No,13,3,2,0,11,3,4,11,8,3,10,1.0545545178465632,-0.504357850598784,0.26952841203120476
No,32,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,No,13,3,3,0,4,2,4,0,0,0,0,-1.2257937464717406,-0.5694311614132718,-0.7020606434519424
No,42,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,No,22,4,2,2,10,1,2,6,3,3,3,-0.3167944559701448,-0.6832854460649704,0.26952841203120476
No,47,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,No,12,3,3,0,7,2,3,2,2,2,0,-0.5910642507334863,-0.8530215554626884,-0.04291646608940768
No,46,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,1.0545545178465632,0.46912265167501094,0.5819732901518172
No,28,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2,-0.5445517105648584,-0.6821022821680733,0.08850273015505938
No,29,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,No,17,3,4,2,11,3,3,7,0,1,6,-1.1396038402601696,0.020986642025681058,-0.35536134421002014
No,42,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,3968,13624,4,No,13,3,4,0,8,3,3,0,0,0,0,-1.1396038402601696,-0.47249403222809333,-0.6678062223306326
Yes,32,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907,26186,7,Yes,12,3,3,0,7,3,2,2,2,2,2,-0.6793629509431086,0.7262913729427362,-0.10564341110991131
No,46,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,No,12,3,4,1,25,5,3,19,17,2,8,3.418868015521631,1.5437865942763043,-0.10564341110991131
No,27,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,No,21,4,4,1,9,5,3,9,8,5,8,0.9599294356427873,-0.8424223323709552,0.7889824374031353
No,29,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804,15434,1,No,11,3,4,0,1,3,3,1,0,0,0,-1.2519075407831284,-0.6651728433199422,-0.7080218412404746
No,43,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,2.1516336968999297,2.6779388815509697,1.206863046393042
No,48,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,No,12,3,4,0,29,3,3,22,10,12,9,1.6030941073732463,2.7337005636996783,3.081532315116717
Yes,29,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,1,Yes,24,4,2,0,1,3,2,1,0,1,0,-1.1396038402601696,-0.7848003033100557,-0.35536134421002014
Yes,46,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,No,21,4,3,3,14,2,3,8,7,0,7,0.6867140378784713,0.08742304596324794,-0.7020606434519424
No,27,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,No,19,3,4,1,8,2,2,7,6,7,3,0.50601492831988,-0.3078643039795245,1.5193079245136547
No,39,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,No,14,3,2,3,7,2,3,2,2,2,2,-0.5910642507334863,-0.4859748784618471,-0.04291646608940768
No,55,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4,-0.5910642507334863,-0.7392513834596453,-0.6678062223306326
No,28,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,0,-1.2257937464717406,-1.0109475678719078,-0.7020606434519424
Yes,30,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,No,13,3,3,0,1,3,2,1,0,0,0,-1.2257937464717406,-1.4482754816353445,-0.7020606434519424
Yes,22,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0,-1.1396038402601696,-0.7780598801931787,-0.6678062223306326
No,36,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1,Yes,13,3,1,1,10,4,3,10,9,1,7,1.2331448334071033,-0.31688969008509,-0.40385202728092684
No,31,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,1.0545545178465632,-0.42571958090188705,-0.6678062223306326
No,34,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Yes,13,3,4,3,9,3,3,5,3,1,0,-0.40614755317879264,0.6784932798328169,-0.40385202728092684
No,29,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,No,14,3,2,0,11,2,3,3,2,1,2,-0.5910642507334863,-0.8618045310392249,-0.35536134421002014
No,37,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Yes,22,4,3,1,16,2,3,5,3,0,4,-0.3167944559701448,-0.407949374502848,-0.6678062223306326
No,35,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Yes,11,3,4,0,4,2,3,3,2,0,2,-0.5910642507334863,-0.305004730536001,-0.6678062223306326
No,45,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,No,13,3,4,2,10,2,2,9,8,3,8,1.0545545178465632,-0.0766473655460508,0.26952841203120476
